Developer,Occurrence Count
oivind edvardsen,1
oilshock,1
oig,1
oho7nik,1
oguzkati,1
ogsoftgames,2
"oeFun, Inc.",1
oddbreeze,1
oddByte,1
octopus-studio,1
octokortex,1
ocasocreations,2
obrubshik,1
oates,3
oaksweetz,1
o_m,1
oToastTv,1
o2o,1
nylikuji,1
nyewks,1
numlock,1
nsttply,1
npuKoJI team,1
npckc,5
noxworld,1
nothing_special,1
notagamestudio,5
not_me,1
nostalgia,1
nory,1
norum82,1
norrimo,1
nornware AB,3
norgame,1
norazuma,1
noowanda,1
noobius,1
nonmateria,1
nonPareil Institute,4
nomorevalid,1
nolsoft,1
noiarc,1
nohoho (Individual),1
noeyehandGames,1
nodokamome,1
nodayshalleraseyou,1
"nocoded, LLC",1
nocanwin,1
nobones,1
"nobodyshot, diman production",1
nobodyshot,2
nobadcafe,1
no.rest,2
"no CVT, BlackMuffin",1
nkmr appworks,2
nitroclay,1
nitopu,1
ninjalex,1
ninjainatux,1
ninjadodogames,1
ninedux,2
nilson carroll,1
nilow,1
nilio,1
nightowls,1
nicolet.jp,1
"nickmuse, Jamie Rowan",1
nickar82,1
niceplay games,1
nibblenibble123,1
nextjen,4
nextReality Games,1
nextProgram,1
new80sgamestudio,1
new knight studio,1
new dev,2
neurosaur,1
"neurobotx, www.neurobotx.ai",1
netmin games,5
nesterio,1
nervous_testpilot,1
neozoid.games,1
neonboxgames,1
neon,1
neoludic games,1
nemoBUS,1
nekogameteacher,4
neko_robo,1
neko.works,5
negleft,1
neetdev,1
neenaw,1
necotama,1
nebu soku,1
nattuhan,1
natsha,1
natahem,1
narayana games UG,2
nanzington,2
nanimo(null);,1
namleets,1
namespace.media,1
"nalothchris, swanee734",1
"nakajima, 第九惑星",1
nair,1
naga84games,1
nada studio,1
"nWay, INC",1
nP Studios,8
nGarden,1
nDreams / Near Light,2
nDreams,2
"n3r4zzurr0, Utkarsh Verma",2
n00dbeaver Studios,2
n,1
myigloo,1
myh,2
myTrueSound,2
myFINBEC,1
my ball has been eaten by dog球让狗吃了,1
mxPlay,1
mwroberts,1
mw22,1
mushroomer stronger,1
murase,1
munted finger,1
munsunghyun,1
munchkin_iii,1
mumimumi,1
mudpill,1
"much2pro4you, Desard, Aristarotoch",1
"mtb design works, inc.",2
mslivo,1
mrcq,1
mr_noodler,1
mouse,1
mountain bird,2
motijan,1
"motif, nyanomalous",1
mosgrom,1
morojenoe's empire,7
morning glows,2
morion4000,1
morescore studio,1
more8bit,1
moraguma,1
moon soul,1
monome.studio,1
monkey.joyful,1
"monime, iMel",1
mondzi,1
monacrea,4
momoluna,1
momoStorm Entertainment,3
momo,1
momatic,1
molancegames.com,3
molamucho.com,1
mojaboswa lerothodi,1
moi rai games,1
moesoft,1
"mode of expression, LLC",1
mod.kitchen,1
mobran,1
moalidev,1
moBack,1
mntsstudio LLC,1
mkix0x,1
mkaatr,1
"miyehn, TCHOW llc",1
mishada,1
mirzagame5,1
mirrormoss,1
miqu studio,1
minos,2
minori,8
minor gods,1
mino_dev,2
"minnsace, Wade Paulk",1
miniBeast Game Studios,1
mingkly game,1
mineant,1
mindhelix.pl,1
mindfungus,1
milliondoubts,1
mille-feuille,1
milhostudio,1
miki,1
mike9973,1
mikai inc.,1
midgard_h,1
middlepot,1
micomuko,1
micatrix,1
mibix,3
miHoYo Limited,1
mh-studios,1
mexicoz,1
metricminds GmbH & Co KG,1
metayildizoyun,1
metaoasis,1
metalogiq,1
metagalaxy panda,1
mestiez,1
mesetts,1
meruho,1
meokigame,9
mentics,1
mendave,1
melessthanthree,2
megaseven,1
megaeggz,2
mecagames,1
mebius.,1
me.mento XR interactive AG,1
me,3
mdkgames,1
mchernykh,1
mc2visuals,1
mc2games,6
mc2_games,1
maybell🌻,1
maxybom,1
maxlvlgames,1
max erdwien,1
matt D,1
matsu friends,2
mathismeilby,1
mathgolfer,1
matchdev23,1
match factory,1
mashumafi,1
marutigames,1
marriedbook,2
marlersh,1
marcossi games,1
marbenx,1
marafrass,2
mapacarta,1
maou,3
mangotea,1
mango tea,1
manadream,2
"mamoniem, Owlnight",1
mamoniem,1
makingARTS Entertainment,1
makemepulse,1
makaroll,1
maitonn,1
maitan69,2
mahoumaiden,2
mahojigoku,1
magnussoft,37
"magicdweedoo, Nonsense Machine",1
magicdweedoo,4
madosoft,1
made in fairyland,1
made by betalars,1
maddma,2
machineman1357,1
maasgdev,1
maJAJa,1
mPower Games Studio,3
mGameStuido,1
m12y,1
m07games,1
"m., Tsundere Studio",1
m.,1
lynXoft,1
lvkeai,1
lvfo,1
lusternite,1
luolei,2
lukepagca,1
lukaszkups.net,1
luis breton,1
lss,1
lsimul,1
lozzajp,1
lower third,1
lovelygames,2
lovelandisle,1
louis morel,4
lothicart,1
lostinjapan,1
lordofsouth,1
lordmartin101,1
lopogames,1
loonyware,1
lookcloser,1
loohhoo,1
lonewolfdesign,1
lonelynxdev,1
lonch.me,2
loloF,1
lol,1
lojq studio,1
loboflex,1
ln404,2
"ll studio, BBN Game Studios",1
lizhiwei,1
liugao,2
littleknightgames,1
littleGigantic,1
little brain games,1
lineindevs,1
like Charlie,2
like,1
liica inc.,2
lightfulHuang,1
lightUP,17
light,2
liangxiegame,2
leo wood,1
leo waters,1
lemonvr,1
lemoniedev,2
lemon,1
leimonya,5
leeve_weky,1
leaves,2
leandro b,1
leaf studio,1
le8 stdio,1
lc85,1
lbdl GameStudio,2
lazarche,1
latel88,1
lastgame,4
lapouris,1
lanqing game,1
landing man studio,1
lamgamestudio,1
lamb of game,5
lalworks,1
l3l,1
kóborfotonok,1
"kyuu Fujisaki, Minimol Games",1
kyuu Fujisaki,2
kylix studio,2
"kylacpp, 上海块体客科技有限公司",1
kx120,1
kurlak studio,1
kurigamedev,5
kuriemeiku,1
kuntswerk,1
kunst-stoff GmbH,1
kunst Games,1
kumakare,2
"kuklam studios, Metal Mantis Games",1
kuklam studios,3
krishGames,1
kpkpixels,1
kovalevviktor,2
kovalevrme,2
kouri,1
kolacape,1
knit'n'purl game studio LLC,1
kmlgames,1
"klutzGames, Fleischfilm",1
klobit LLC,1
kkntkkb,1
kjkjkAIStudio,3
kivoro,1
kitty wants pizza,1
kitjenson,1
kinhouse studio,1
kingvoogame,1
kingroka,1
kinetworks,1
kilo,1
kikiyama,1
kido,2
kickbuzz GmbH,1
kibou,2
khukhrovr,2
khos85,8
"kgsensei, CopyPaste Games",1
kezbobicus,1
kevinmakesstuff,1
kessels game studio,3
keron veal,4
kelvin,1
kelkk,1
keggame,1
keepgamesimple,1
keep silence,1
kcasl,1
kazakovstudios,5
"katanadeath, Alien Jellyfish",1
kassstwa,1
kashW,1
kartyd,1
karl brown,1
"kaptivWare, Steven Trout",1
kantal collective,2
kaniheadcrab,1
kangawallapuss,1
kan.kikuchi,7
"kamotanproject, iMel",1
kamichichi,1
kaleidoscube,1
kalanhow,2
kaierd,1
kagaya,1
kaeru-san games,1
kabuff.co,1
kabocha renga,1
kChamp Games,3
k148 Game Studio,4
k148,1
k0rt4,1
k.Song Tan,1
jwiggs,1
justalexi,2
justLukass,1
just for fun,1
jumpsuit entertainment UG (haftungsbeschränkt),1
juhbeedesigns,1
juhbee,1
jtrev23,1
jtggame,1
jswessler,2
jsc,1
jrmgx,1
jpm_games,1
jpm,1
joynowstudio,1
joynow,1
jounitus,1
jota-gil,1
jormungandalf1,1
"jorgen games Ltd, Oliver Josh",1
jorgen games Ltd,1
joqlepecheur,1
jonniemadeit,1
joker,1
johnbell,1
john,1
jmApp,1
"jiangli, GooodMon",1
"jhtoastygames, 4honor_snipes, cruzinkiller",1
jgraj,1
jemchicomac,1
jeffgamedev,2
jason silver,1
jakeonaut,1
"jake fish, lunatic studio",1
jag games,1
jacku,1
jacktostudios,1
"jackstree, etoylab",1
jackgame,1
jackal_dev_test,1
jabuga,1
jUNKIE,2
j4nw,1
izyl,1
iyox Studios,1
"iwilliams, Modus Interactive, Warkus",1
iwilliams,1
iwasherenowiamgone-deactivated2,1
iv2 Games,1
itthegav,1
itsBoats,1
it Matters Games,1
ismail özel,4
ismail ozel,1
islegame,1
islaOliva Games,3
isTom Games Kft.,3
iraisynn attinom,1
ipei_retland,1
iosoftware,2
ioneo,1
iolaCorp Studio,1
ioiGames,1
"invwindy, congwsbn, W.Q.C",1
invrse studios,1
internetcharles,1
intelectiva,1
int22Creates,1
instructions unclear,1
instasiv,1
insomnia,1
insertdisc5,1
innoloop,1
innoVENTOR Inc.,1
inngamezstudio,1
"inkle Ltd, Cape Guy Ltd",1
inkle Ltd,7
inkakamu,1
initials,1
"infoBoard International Co., Ltd.",1
infoBoard Europe GmbH,1
infinitevile,1
industrian,1
individual,1
indigo_game_production,1
indigo game production,1
indielight Incubator,1
indiegames3000,20
indie_games_studio,22
indieBuggy Games,1
indie-du,1
indie-dir,1
indev-studio,1
"increpare, undef",1
increpare games,2
inbetweengames,2
"inXile Entertainment, Krome Studios",1
inXile Entertainment,7
inVantage Technologies,1
inSPIRE Games,1
inDirection Games,1
inDDevelopment LLC,1
in Principle Games,2
imissmyfriends.studio,1
imbananacrazy,1
imayui,1
imaginite Ltd,2
imaginarylab,1
imaginalitygames,1
ilzard,2
ilyumi,5
ilxappp,1
illuminati,3
"illuCalab, FLIPFLOPs, Japanime Digital",1
illuCalab,5
illius,1
illegaldogs,1
ill lit studio,1
ill List Studio,1
ilili_world,1
ili Games,1
ikwing,1
iker games,1
ikasumiyaki,1
ijiji Games,1
ijal Studio,5
iiloo,1
ihobo games,2
ihanbyol,1
ifgames studio,2
idsibidsi games,1
idris Celik,1
idoz & phops,1
idk?,1
idaate,1
"id Software, Nightdive Studios, MachineGames",2
"id Software, Nightdive Studios",1
"id Software, Avalanche Studios",1
id Software,12
iconical Ltd.,1
icon.games,1
ichbinhamma,1
icefill,2
ic3bug,1
iamrece,1
iamRoarke,1
"iWin, Inc.",1
iWin,3
iVRstudio,1
iV Games,1
"iRacing.com Motorsport Simulations, iRacing",1
iRL Games,1
iPOL,1
iNightGaming LLC,2
"iNK Stories, N-Fusion Interactive",1
iNK Stories,1
iNFINITE Production,4
"iMel, qureate",4
iMel,1
iMaxGen,1
iMax-Gen,1
iLand Studios,1
iLLOGIKA Studios,1
iGindisGames,6
iFun4all S.A.,1
iFree Studio,1
iEntertainment Network Inc,4
iDs Games,1
iDev Games,1
iDentity Studios,1
iBright Games,1
iBong Corp,1
iBlackpen,2
iAppsBeats,2
i273 LLC,3
"hyperboreanGames, Svarog Studios",1
hyperboreanGames,1
hybrisgames,1
hxxalpha,1
hxr0,1
hwg独立游戏,1
huki damari,1
hublab,3
hubiao,4
hslentz,2
hrzn. Studios,1
hrok,2
horahora0011,1
hongjigame.com,1
hna,1
"hm-studios, Hubert Mierzbiczak",1
hlink,1
hlib.ch,1
hizuki,1
hiunagi,1
hiulit,1
"historia Inc., FURYU Corporation",1
historia Inc.,3
historia Inc,1
hirogame,2
hinyari9,1
hilovids,1
hijikuro inomE,1
higopage,1
higatanigame,1
hidekihanida,1
hiddenVisions,1
hibachi,1
hgiSoft,2
heyjeff,3
hexcavator,1
herun,1
"herron_wask, Herron Wask A.k.a Jitu",1
herd of pixels,1
heran&99,1
helpnode,1
hellydevelop,1
hellydev,2
"helloitscrash, TabularElf",1
hek.dev,1
heinn,1
heavenlyform,1
heavenly-roads,1
heartsynth,1
healthy game,2
healingdrawing,1
hcnone,1
havoKsun games,1
haunted_Indie,1
hatereallys,3
hatalakk2,1
haruto,1
happypandagames,1
happyking,1
hansey games,1
hangry owl games,1
hamstercube,1
halvardo13,1
halloweenreborn,1
halloweendev23,1
halfmule,1
"hako life, hako 生活",1
hajo,1
haimio,1
hacktic,1
hOSHI,5
"h.a.n.d., Inc.",2
h.Noise,1
gz.inc,2
gypynkt,3
guyhezi,1
guselect,2
gurkenlabs,1
gunsturn Inc.,1
gullible games,1
gul3n,1
guiyyu,1
guinub,1
guilemus,6
guang zhou xi pu wang luo ke ji you xian gong si,1
gtgame,1
gsWare Videogames,1
grownarts,2
grin robot,9
greenpixels,1
greasefiregames,1
grapefrukt games,2
gothic serpent,1
gothSoft,2
goonswarm,2
gomostudios,1
godolphin games,1
god game,1
goatrope games,1
go go go studio,1
gnomearc,2
gninjastudio,1
gnifrebel Games UG,1
glp,1
gitcare,1
girl software,3
"ginolabo, SUCCESS Corp.",1
ginTronic,1
"gillenew, Fraccaro",1
ghosthunter,1
ghost pattern,1
gg,1
gentuni65,1
gentome,3
geniusLHS,1
gemRV,1
gearspecs,1
gcBronze,1
gbae,1
gazuntype,1
gareththegeek,1
ganashaw,1
gamingyourway,1
gamigo US Inc.,2
gamigo AG,1
gamifi.cc games,1
gametornado,1
gamester,1
gamesnnstudio,1
games.Sharbit,2
games by lum,3
gameko-studio,1
gamedevlibrarian,1
gamebox,1
game_gland,1
"game MN productions, Maximilian Nowak",1
game 'o clock studios,1
galesoozka,31
"galanti, Vaka Game Magazine",1
gakovniza,1
gaem by jj,1
gadz gamz,1
g_sholar,1
gFaUmNe,1
g orest,1
fusion,1
fushidara tei,1
"funl, cheman",1
funktiondreizehn studio,1
funcybear,1
funbang,1
fumi,1
fsorsat,1
"fruityEcology, frufi, fufifantasy, Elé  de yni^, Monsieur Michel★Vetsak de Ypony^",1
frozenen,2
frozein,1
frog 🐸,1
frog blend,2
friendsoflittleyus,1
friendMaster2000,1
freeflyfish,1
freeanywhere,1
freeanygame,1
free08Games,1
frecle,1
framelocker GmbH,1
foxel_,2
forgetmenotdevs,1
foolsroom,3
flxp,1
flummox,1
fluckyMachine,2
"flow Inc., tackgames",1
fleur,1
flashdim,1
flapper3 inc.,1
flapjaxGT,1
flapjax,1
flanne,2
fkn electric studio,1
fjy741,1
fivesixfive,1
fishwind,1
fishingfrenzydev,1
fishbumpdev,1
findemor,1
finalbossblues,1
final blue game studio,1
fi-le,1
fengjiongmax,1
"feng, Sekai Project",2
fenchen9hd,1
felipejoys,1
feemodev,1
fdm-person,1
"faxdoc, happysquared, sunnydaze",1
"familyplay, Markt+Technik",1
familyplay,11
fallen_coconut,1
"falconcrew, jack falcon, Nash West",1
fabolous_lux,1
fShark Games,1
f0kes,1
exwalt,1
exosyphen studios,10
exooman,1
exodrifter,1
exeCUTE,1
excessm,1
exaltedjoss27,1
exaheva,1
exagongames,2
exDream,1
evrim.zone,1
evolvedlabs,1
evlavv_studio,3
everythingherbs,1
evenyth,1
evbishop,1
eugeniy_kh,2
eu07.pl,1
etherane,4
etaxoft,1
error0x0,1
erobotan,1
"ericmbernier, bitmOO, davecoughlin76",1
eric.zdw,1
"epic dreams, diman production, nobodyshot",1
enrju,2
enko,1
eniscoskun,3
encurio,1
encounter studio,1
"enblocksound.games, Kensuke Horikoshi",1
enBask Studios,1
emuemw,1
emrearsay,1
empty studios,1
empty assembly,1
emfinite studio,1
emergeWorlds,2
elsewhere games,1
"ellraiser, TNgineers",1
ellraiser,2
electrolyte,3
ektomarch,2
eiloware,3
eightwindsgame,1
eight game studio,1
eiNpictures,2
ehmprah,4
eh_jogos,1
efunsoft games,1
eevoe,1
eelDev,2
eel0218,1
edybtt Studios,1
eduweb,2
eddynardo,1
ecoddr,1
echomune,8
echo games,1
ebi-hime,30
easy joy technology limited,1
earrgames,2
"earendil25, kukuku0517",1
eagleclaw774,2
eXtreme Studios,1
eXplore Studio,1
"eXiin, Fishing Cactus",1
eTIRUe,3
eStudio NooN,1
eSolutions,13
eSail Ltd.,1
eProdigy,5
eNVy softworks,1
"eJaw, Creobit",1
eFunsoft,1
eFunSoft-Games,1
eFunSoft Games,8
eBrain Studio,1
e2gamestudio,1
e-sheep,1
e-funsoft,1
e-Solution,1
e-FunSoft Games,23
dynamicsoulworks,1
dwicko,1
dwCrew,1
dvrrrk,1
dustinaux,3
"dukegoobler, km__k, noah",1
ducc,1
duanwenjun,1
dtp Entertainment,1
dt,2
dsquare,1
dsdev games,3
ds-sans,2
droqen,3
drevil1200,1
dreamworld,1
dramatic create,2
dragons1ayer studios,1
dragonGlitch Games LLC,1
dragon1up,1
dragon at night,1
dpidev,1
doublemizzlee,1
dotsquare,2
dotparc,1
dotcopycat,1
dotBunny,2
dot.Studio,1
dopagames,1
dongxujuan,1
domtom9dev,1
domsse interactive,1
dollopop,1
doinksoft,3
dogpet,1
doger的游戏小屋,1
"doekuramori, Top Hat Studios Inc",1
doctormouse,1
docfo4r,1
doBell,1
dmstfctn,1
dlan,1
djburnseygames,1
dj--alex,2
divisivesoftware,1
distributive,1
dismal studios,1
disfactNoir,2
disfact,1
disco.zone,1
dirtycajunrice,1
dimosha_92,2
dimi309,1
"dimecoin, Bestow",1
"dimeStudios, kaijuStomp",1
dimeStudios,1
diman production,2
digitalbathtub,3
digital2 games,1
digiggle Games,1
dig,1
different cloth,2
dietzribi,3
dieselmine,1
diedemor studio,3
diamond productions,1
dhamster,2
dfree,1
devrifter,1
devpoint GmbH,1
devpetrichor,1
devpachi,1
devotid,3
devmeat,2
dev_lyh,1
"dev_dwarf, HIS, Lewmoth, nickmuse",1
dev_bre,1
devOrange,1
devFluid,1
dev6156,1
dev4play,3
dev4all,1
dev dev,1
desunoya,7
destrienne,1
desigNULL,1
desarpair,1
derevotyan,7
deltawave,1
deleon,1
del7in,3
dekoga.d,1
defStudios,1
deemaso,1
deddonotto,1
decigraham,1
"debugChicken, daniserranu",1
dearly fragmented Studios,1
deadworld games,6
deadweight games,1
de_husk,1
deCode GmbH,1
"de Fault, Chard, Richard Campbell",2
"de Fault, Chard",1
ddzevprod,1
ddGames,1
dd98 games,1
dbr,1
dbitware,1
"db.works, Vetron",1
day-to-day management,1
davevillz,1
davemakes,1
datadelft,1
dasNaddy,1
daruma3940,1
darkwolf_66,1
darkwolf66,1
dark made games,1
danilomacb,1
daniel coady.,1
danalpha,1
damian3k,3
daiCreative,1
daffodil & friends,1
dadako,1
daGusto,1
"dSky9, Inc.",1
dOOb games srl,1
d7m,2
d4rkd0s,2
d3t,1
d3arts.cz,1
d'Arc,1
czgame,1
cyy,1
cys20 studio,1
cyph3r,1
cydisq,1
cyboheart,1
cyberviolence,1
cybereality,3
cybercritics,2
cxve,1
cv006_64,1
cursorstudio,1
cupholder,1
cuidong,1
cubess,1
ctc,1
cryy22,1
cryhades,1
cruTony,1
crowgames UG (haftungsbeschränkt),2
crowgames,3
cross_couloir,1
crimsonearthgames,2
"crim Co., Ltd.",1
creati-bu,1
creasso,1
cream,3
crea-ture Studios Inc.,1
crdmrn,1
crazyyivan97,1
craigz,1
cpsoft,2
counterpixel,1
coughe,1
cosmic_dust,4
cosineman,2
corrox,2
cornthea,1
coolnames,1
coolhozniik.dev,1
"concole_, Elendely",2
concole_,1
"concluse_dev, T Allen Studios",3
complicatedAloofness,1
"comdar16, SimReak",1
com8com1 Software,1
coding398,1
coder2k,1
codeGamepad,1
codeArts K.K.,2
code:jp,2
codapill,3
cmert08,1
cmUp,1
cloneZone,1
climaxgamestudios,1
"classEgames, Denki Gaka",1
cjy,1
ciwolsey,2
circlesgames,1
circle cypher,1
cip,1
cimbargames,1
ciel45,1
chushengjia,1
christian tavares da silva,1
chris_antoni,1
choloco,1
chocouyu,1
chlsea,1
chimp,3
chickeninthecornstudio,1
chi,1
chesterstonestudios,1
cherry,1
cheer,1
chapliboy,1
chaosikaros,1
chaos,1
chaikadev,1
cg-imagine,1
cf/x software AG,1
ceschiii,1
cerebraloverload,1
cer,1
celusis,3
celikgames,3
cdhy interactive,1
cdev,1
ccy,1
cbinfosystems,1
"cavalie_ro, S.C. 16 BIT NIGHTS S.R.L.",1
catoidi,1
catnipstudio,1
catmilk,1
catgames,1
catchdevelop,1
"catbull, Omicron Games",1
catagama games,1
carrotcake,1
carrot,1
carlos canizares,1
carburo studio,1
caprog,1
canyonboss,1
candyrocketstudio,1
candyhen127,1
canVERSE Games Ltd.,1
"camefrom.space, Marco Sadowski",1
calme,2
callysgames,1
callenshaw indiegames,1
caiys,8
caiden m.,1
cah_98,1
cae78soft.com,1
cabbageking,1
cKolmos narrative.,1
cGh ONE,3
cBlck,18
"c0d3_r, jmleach1987",1
byteparrot,1
byolivierb,1
bycomb,1
"byXToGo, FULL STEAM STUDIOS",1
byDanDans,1
by simon fita,1
by fraimone,1
by Sam Eng,2
by Mike Robins,1
by AUSTIN JAMES,1
butcha,1
"busy bear, GC Studio",1
buster4,1
burrki,1
buriki clock,1
bunchybits,1
bumblebee.,2
bumblebee,5
builds.games,1
buho game,1
buffalo buffalo buffalo,1
bucikpro,1
btf,1
bryengx,1
bryanthaboi,1
brutalsoft,1
brusnik.com,1
bronzaregames,1
"brin, Mathias Schifter",1
brimselGames,2
brikp,1
brennfeu,1
brenman60 Games,1
bras_casse,1
br41nch1ld,1
boötes dev,1
boxmyth,1
boxedworks,3
borgia mango,1
boomboxSenpai,2
bool games;,1
"booblyc, parafeks",1
bongjicat(BLUE HOUR),2
"bones, Uwen Peng",1
bonefrog,1
bomj gang,1
bocoboc,1
blurredVision,1
bluffman,3
bluewingtitan,1
bluesky,1
bluehillgames,1
bluehexagons,1
"bluebox interactive, RoJarl Entertainment",1
bluebox interactive,1
blizzy Games,1
blink,1
blex chapman,1
bletstudio!,1
blank-note & Frontwing,1
blamedrop,1
blackHound GmbH,1
black shades,1
"bl4ck, XDev",1
bkdove studios,1
bitter,1
bitshift,2
bitchunk,1
bitSmith Games,1
bitHuffel,1
bitHeads,1
bitBerg,1
bit paradigm,1
bing chi,1
biksbit.games,1
bigredB.,1
bighandinsky,2
big pineapple,1
big flag studio,1
big G games,1
bibimbapstudio,1
bhungry,6
beyondthosehills,2
bettermebook,3
betetiro,1
benlitz,1
ben lunato,4
bekotaizi,1
bekkoloco,1
beishizixin,1
beepsoft industries,1
"beelopeelo, jerome",1
beats rolls,1
beans rolls,21
beaconofgamers,1
beGunStudio,1
"beActive, Produções Interactivas, S.A.",1
bdmeii,1
bdme,1
bcat112a,1
bc likes you,1
bb,1
bazoosoft,1
batwimp,1
battyRabbit,1
battleMETALDevs,1
battle fire studio,1
bathos.games,1
batensan,2
basement queuing game studio,1
base0,1
baron sengia,3
bankbank,7
baniaeK,1
